household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support,pair_id
1454,처치,1,2.0,37.0,1101.64,56001.0,3.0,8.88,0.0,0.0,1,5.6899999999999995,2.0,2.0,622.11,16.0,2.0,1,1,2.0,3.6375861597263857,7.005462583386183,0.008060709487672924,0,0.0,0.12942969114883407,-1.906010716088966,True,pair_1454_918
1467,대조,0,2.0,157.0,396.56,332.0,1.0,2.79,0.0,0.0,1,0.0,0.0,0.0,157.14,79.0,2.0,0,1,2.0,5.062595033026967,5.985345866099805,0.007035505345975388,0,0.0,0.08787198288965153,-2.3398993344354944,True,pair_1681_1467
1524,처치,1,12.0,16.0,713.78,59206.0,5.0,14.71,0.0,0.0,1,0.0,0.0,0.0,35.64,1.0,12.0,0,1,12.0,2.833213344056216,6.571974803039325,0.0206085908823447,0,0.0,0.13693786418823947,-1.8409594113996943,True,pair_1524_1333
1575,대조,0,3.0,10.0,326.36,180.0,2.0,3.75,0.0,0.0,0,2.5,1.0,1.0,178.8,4.0,3.0,1,1,3.0,2.3978952727983707,5.791060482763262,0.011490378722882706,0,0.0,0.054065547261877234,-2.8619761291497245,True,pair_1663_1575
1578,대조,0,10.0,11.0,514.4,286.0,1.0,1.25,0.0,0.0,1,0.0,0.0,0.0,89.17,5.0,10.0,0,1,10.0,2.4849066497880004,6.244943298218264,0.0024300155520995334,0,0.0,0.08832391180756784,-2.334273887684712,True,pair_2111_1578
1609,대조,0,1.0,53.0,3821.89,337813.0,24.0,102.46000000000001,0.0,0.0,1,62.24,15.0,13.0,1575.14,25.0,1.0,1,1,1.0,3.9889840465642745,8.248761960067704,0.026808725525852395,0,0.0,0.27149107042569837,-0.9870706339836279,True,pair_2374_1609
1663,처치,1,1.0,25.0,320.67,78768.0,1.0,3.29,0.0,0.0,0,0.0,0.0,0.0,112.11,8.0,1.0,0,1,1.0,3.258096538021482,5.773526175311485,0.010259768609473913,0,0.0,0.05407857670664291,-2.8617213904502212,True,pair_1663_1575
1681,처치,1,24.0,15.0,428.0,19402.0,2.0,6.58,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,24.0,2.772588722239781,6.061456918928017,0.015373831775700935,0,0.0,0.0879182175647831,-2.3393226232628392,True,pair_1681_1467
1695,대조,0,8.0,13.0,79.48,26.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,76.37,6.0,8.0,0,1,8.0,2.6390573296152584,4.388008706351429,0.0,0,0.0,0.034813332480640634,-3.3223210898066555,True,pair_1826_1695
1761,대조,0,6.0,4.0,161.6,81.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,134.53,2.0,6.0,0,1,6.0,1.6094379124341003,5.0912931971137105,0.0,0,0.0,0.032381100539050016,-3.397263374945915,True,pair_1266_1761
